PMID,Title,Abstract,Journal,Language,Year,Month,Day,Authors,Keywords,DOI
34008124,"Emerging point-of-care biosensors for rapid diagnosis of COVID-19: current progress, challenges, and future prospects.","Coronavirus disease 2019 (COVID-19) pandemic is currently a serious global health threat. While conventional laboratory tests such as quantitative real-time polymerase chain reaction (qPCR), serology tests, and chest computerized tomography (CT) scan allow diagnosis of COVID-19, these tests are time-consuming and laborious, and are limited in resource-limited settings or developing countries. Point-of-care (POC) biosensors such as chip-based and paper-based biosensors are typically rapid, portable, cost-effective, and user-friendly, which can be used for COVID-19 in remote settings. The escalating demand for rapid diagnosis of COVID-19 presents a strong need for a timely and comprehensive review on the POC biosensors for COVID-19 that meet ASSURED criteria: Affordable, Sensitive, Specific, User-friendly, Rapid and Robust, Equipment-free, and Deliverable to end users. In the present review, we discuss the importance of rapid and early diagnosis of COVID-19 and pathogenesis of COVID-19 along with the key diagnostic biomarkers. We critically review the most recent advances in POC biosensors which show great promise for the detection of COVID-19 based on three main categories: chip-based biosensors, paper-based biosensors, and other biosensors. We subsequently discuss the key benefits of these biosensors and their use for the detection of antigen, antibody, and viral nucleic acids. The commercial POC biosensors for COVID-19 are critically compared. Finally, we discuss the key challenges and future perspectives of developing emerging POC biosensors for COVID-19. This review would be very useful for guiding strategies for developing and commercializing rapid POC tests to manage the spread of infections.Graphical abstract.",Analytical and bioanalytical chemistry,eng,2021,07,,Rasmi Yousef; Li Xiaokang; Khan Johra; Ozer Tugba; Choi Jane Ru,COVID-19; Chip-based biosensors; Commercialization; Diagnostic biomarkers; Paper-based biosensors; Point-of-care biosensors,10.1007/s00216-021-03377-6
33469769,COVID-19 Serologic Testing Among the Highest Risk Healthcare Workers.,No Abstract,Journal of general internal medicine,eng,2021,04,,Gandhi Snehal; Winn Christine C; Ianosi-Irimie Monica; Edmonston Tina Bocker; Nahra Raquel; Roberts Brian W,No Keywords,10.1007/s11606-020-06462-1
33358285,The potential application of electrochemical biosensors in the COVID-19 pandemic: A perspective on the rapid diagnostics of SARS-CoV-2.,"Electrochemical biosensors combine the selectivity of electrochemical signal transducers with the specificity of biomolecular recognition strategies. Although they have been broadly studied in different areas of diagnostics, they are not yet fully commercialized. During the COVID-19 pandemic, electrochemical platforms have shown the potential to address significant limitations of conventional diagnostic platforms, including accuracy, affordability, and portability. The advantages of electrochemical platforms make them a strong candidate for rapid point-of-care detection of SARS-CoV-2 infection by targeting not only viral RNA but antigens and antibodies. Herein, we reviewed advancements in electrochemical biosensing platforms towards the detection of SARS-CoV-2 through studying similar viruses.",Biosensors & bioelectronics,eng,2021,03,15,Mahshid Sahar Sadat; Flynn Sarah Elizabeth; Mahshid Sara,Coronaviruses; Electrochemical signal; Nucleic acid–based detection; Pathogen diagnostics; Recognition element; Serological testing,10.1016/j.bios.2020.112905
33637549,"COVID-19 in a cohort of pregnant women and their descendants, the MOACC-19 study.","The Mother and Child COVID-19 study is a cohort recruiting pregnant women and their children in Cantabria, North of Spain, during COVID-19 pandemic in order to ascertain consequences of SARS-CoV-2 infection on pregnant women and their descendants. This article reports the cohort profile and preliminary results as recruitment is still open. Three subcohorts can be identified at recruitment. Subcohort 1 includes women giving birth between 23 March and 25 May 2020; they have been retrospectively recruited and could have been exposed to COVID-19 only in their third trimester of pregnancy. Subcohort 2 includes women giving birth from 26 May 2020 on; they are being prospectively recruited and could have been exposed to COVID-19 in both their second and third trimesters of pregnancy. Subcohort 3 includes women in their 12 week of pregnancy prospectively recruited from 26 May 2020 on; they could have been exposed to COVID-19 anytime in their pregnancy. All women are being tested for SARS-CoV-2 infection using both RT-PCR for RNA detection and ELISA for anti-SARS-CoV-2 antibodies. All neonates are being tested for antibodies using immunochemoluminiscency tests; if the mother is tested positive for SARS-CoV-2 RNA, a nasopharyngeal swab is also obtained from the child for RT-PCR analysis. As of 22 October, 1167 women have been recruited (266, 354 and 547 for subcohorts 1, 2 and 3, respectively). Fourteen women tested positive to SARS-CoV-2 RNA by the day of delivery. All 14 children born from these women tested negative for SARS-CoV-2 RNA. Children from women included in subcohort 3 are expected to be recruited by the end of 2020. Children will be followed-up for 1 year in order to ascertain the effect that COVID-19 on their development.",BMJ open,eng,2021,02,26,Llorca Javier; Lechosa-Muñiz Carolina; Gortazar Pilar; Fernández-Ortiz María; Jubete Yolanda; Cabero Maria J; MOACC-19 group,epidemiology; maternal medicine; paediatric infectious disease & immunisation; public health,10.1136/bmjopen-2020-044224
33823529,Diagnostic Accuracy Estimates for COVID-19 Real-Time Polymerase Chain Reaction and Lateral Flow Immunoassay Tests With Bayesian Latent-Class Models.,"Our objective was to estimate the diagnostic accuracy of real-time polymerase chain reaction (RT-PCR) and lateral flow immunoassay (LFIA) tests for coronavirus disease 2019 (COVID-19), depending on the time after symptom onset. Based on the cross-classified results of RT-PCR and LFIA, we used Bayesian latent-class models, which do not require a gold standard for the evaluation of diagnostics. Data were extracted from studies that evaluated LFIA (immunoglobulin G (IgG) and/or immunoglobulin M (IgM)) assays using RT-PCR as the reference method. The sensitivity of RT-PCR was 0.68 (95% probability interval (PrI): 0.63, 0.73). IgG/M sensitivity was 0.32 (95% PrI :0.23; 0.41) for the first week and increased steadily. It was 0.75 (95% PrI: 0.67; 0.83) and 0.93 (95% PrI: 0.88; 0.97) for the second and third weeks after symptom onset, respectively. Both tests had a high to absolute specificity, with higher point median estimates for RT-PCR specificity and narrower probability intervals. The specificity of RT-PCR was 0.99 (95% PrI: 0.98; 1.00). and the specificity of IgG/IgM was 0.97 (95% PrI: 0.92, 1.00), 0.98 (95% PrI: 0.95, 1.00) and 0.98 (95% PrI: 0.94, 1.00) for the first, second, and third weeks after symptom onset. The diagnostic accuracy of LFIA varies with time after symptom onset. Bayesian latent-class models provide a valid and efficient alternative for evaluating the rapidly evolving diagnostics for COVID-19, under various clinical settings and different risk profiles.",American journal of epidemiology,eng,2021,08,01,Kostoulas Polychronis; Eusebi Paolo; Hartnack Sonja,Bayesian latent-class models; COVID-19; LFIA; RT-PCR; sensitivity; specificity,10.1093/aje/kwab093
33540323,Fluorescence polarization system for rapid COVID-19 diagnosis.,"Prompt diagnosis, patient isolation, and contact tracing are key measures to contain the coronavirus disease 2019 (COVID-19). Molecular tests are the current gold standard for COVID-19 detection, but are carried out at central laboratories, delaying treatment and control decisions. Here we describe a portable assay system for rapid, onsite COVID-19 diagnosis. Termed CODA (CRISPR Optical Detection of Anisotropy), the method combined isothermal nucleic acid amplification, activation of CRISPR/Cas12a, and signal generation in a single assay, eliminating extra manual steps. Importantly, signal detection was based on the ratiometric measurement of fluorescent anisotropy, which allowed CODA to achieve a high signal-to-noise ratio. For point-of-care operation, we built a compact, standalone CODA device integrating optoelectronics, an embedded heater, and a microcontroller for data processing. The developed system completed SARS-CoV-2 RNA detection within 20 min of sample loading; the limit of detection reached 3 copy/μL. When applied to clinical samples (10 confirmed COVID-19 patients; 10 controls), the rapid CODA test accurately classified COVID-19 status, in concordance with gold-standard clinical diagnostics.",Biosensors & bioelectronics,eng,2021,04,15,Lee Chang Yeol; Degani Ismail; Cheong Jiyong; Lee Jae-Hyun; Choi Hyun-Jung; Cheon Jinwoo; Lee Hakho,Biosensor; COVID-19; CRISPR/Cas; Fluorescence polarization; Isothermal amplification; Point-of-care,10.1016/j.bios.2021.113049
33308664,Benefits and limitations of serological assays in COVID-19 infection.,"Accurate and rapid diagnostic tests are critical for achieving control of coronavirus disease 2019 (covid-19), a pandemic illness caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). Diagnostic tests for covid-19 fall into two main categories: molecular tests that detect viral RNA, and serological tests that detect anti-SARS-CoV-2 immunoglobulins. Reverse transcriptase polymerase chain reaction (RT-PCR), a molecular test, has become the gold standard for diagnosis of covid-19; however, this test has many limitations that include potential false negative results, changes in diagnostic accuracy over the disease course, and precarious availability of test materials. Serological tests have generated substantial interest as an alternative or complement to RT-PCR and other Nucleic acid tests in the diagnosis of acute infection, as some might be cheaper and easier to implement at the point of care. A clear advantage of these tests over RT-PCR is that they can identify individuals previously infected by SARS-CoV-2, even if they never underwent testing while acutely ill. Many serological tests for covid-19 have become available in a short period, including some marketed for use as rapid, point-of-care tests. The pace of development has, however, exceeded that of rigorous evaluation, and important uncertainty about test accuracy remains.",The Indian journal of tuberculosis,eng,2020,12,,Sidiq Zeeshan; Hanif M; Dwivedi Kaushal Kumar; Chopra K K,COVID-19; IgG; IgM; SARS CoV-2; Serology,10.1016/j.ijtb.2020.07.034
34353275,"Insights into Novel Coronavirus Disease 2019 (COVID-19): Current Understanding, Research, and Therapeutic Updates.","Humans can be infected with various coronaviruses that can cause serious illness and death. One such pandemic strain of coronavirus was recently identified in December 2019, and it led to a devastating outbreak in Wuhan city of China. It is caused by severe acute respiratory syndrome coronavirus 2 (SARS- CoV-2). It is highly contagious and causes symptoms such as fever, cough, and shortness of breath. The objective of this review is to highlight the current understanding, research, and therapeutic updates of the novel coronavirus disease 2019 (COVID-19). A thorough literature search was conducted for research papers and patents in the context of COVID-19. All the related articles were extracted from various public repositories such as Google Scholar, Pubmed, ScienceDirect (Elsevier), Springer, Web of Science, etc. Results: The present analysis revealed that the key areas of the inventions were vaccines and diagnostic kits apart from developing the treatment of CoV. It was also observed that no specific vaccine treatments were available for the treatment of 2019-nCov; therefore, developing novel chemical or biological drugs and kits for early diagnosis, prevention, and disease management is the primary governing topic among the patented inventions. The present study also indicates potential research opportunities for the future, particularly to combat 2019-nCoV. The current focus of the researches has turned towards developing four potential treatments, including the development of candidate vaccines, development of novel potential drugs, repurposing of existing drugs, and development of convalescent plasma therapy. The PCR based diagnosis is the gold standard for the COVID-19 testing, but it requires resource time, expertise, and high associated cost; hence researchers are also developing different diagnostic methods for the COVID-19. Although vaccines are being developed by various companies and have passed the pre-clinical stages but there still exists no guarantee for these to come into effect. The current treatments that are being used for COVID-19 patients are not well established and have shown limited success. The pandemic has challenged the medical, economic, and public health infrastructure across the globe. There is an urgent need to explore all available and possible methods/ approaches to study this disease for drug and vaccine development at the earliest.",Recent patents on biotechnology,eng,2022,,,Sushma Dudala Sai; Jaiswal Varun; Kumar Arvind; Asha Syed; Pal Tarun,COVID-19; SARS- CoV-2; epidemiology; non structural proteins; pandemic; pharmacovigilance; variant,10.2174/1872208315666210805152122
39097440,Should SARS-CoV-2 serological testing be used in the decision to deliver a COVID-19 vaccine booster? A pro-con assessment.,"Anti-SARS-CoV-2 vaccination has saved millions of lives in the past few years. To maintain a high level of protection, particularly in at-risk populations, booster doses are recommended to counter the waning of circulating antibody levels over time and the continuous emergence of immune escape variants of concern (VOCs). As anti-spike serology is now widely available, it may be considered a useful tool to identify individuals needing an additional vaccine dose, i.e., to screen certain populations to identify those whose plasma antibody levels are too low to provide protection. However, no recommendations are currently available on this topic. We reviewed the relevant supporting and opposing arguments, including areas of uncertainty, and concluded that in most populations, spike serology should not be used to decide about the administration of a booster dose. The main counterarguments are as follows: correlates of protection are imperfectly characterised, essentially owing to the emergence of VOCs; spike serology has an intrinsic inability to comprehensively reflect the whole immune memory; and booster vaccines are now VOC-adapted, while the commonly available commercial serological assays explore antibodies against the original virus.",Vaccine,eng,2024,11,14,Augello Matteo; Wagenhäuser Isabell; Krone Manuel; Dauby Nicolas; Ferrara Pietro; Sabbatucci Michela; Ruta Simona; Rezahosseini Omid; Velikov Petar; Gkrania-Klotsas Effrossyni; Montes Jose; Franco-Paredes Carlos; Goodman Anna L; Küçükkaya Sertaç; Tuells Jose; Harboe Zitta Barrella; Epaulard Olivier,Antibody; Covid-19; SARS-CoV-2; Serology; Spike; Test-and-boost; Vaccine boost,10.1016/j.vaccine.2024.126184
33896332,"False-positive and false-negative COVID-19 cases: respiratory prevention and management strategies, vaccination, and further perspectives.","<b>Introduction</b>: A novel Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) was reported via nucleic acid identification in December, 2019. Accuracy of SARS-CoV-2 diagnostic assays has emerged as a major barrier to COVID-19 diagnosis, particularly in cases requiring urgent or emergent treatment.<b>Areas covered</b>: In this review, we explore the major reasons for false-positive and false-negative SARS-CoV-2 test results. How clinical characteristics, specific respiratory comorbidities and SARS-CoV-2 vaccination impact on existing diagnostic assays are highlighted. Different COVID-19 management algorithms based on each test and limitations are thoroughly presented.<b>Expert opinion</b>: The diagnostic accuracy and the capacity of every available assay, which need to be interpreted in the light of the background incidence of SARS-CoV-2 infection in the communities in which they are used, are essential in order to minimize the number of falsely tested cases. Automated testing platforms may enhance diagnostic accuracy by minimizing the potential for human error in assays' performance. Prior immunization against SARS-CoV-2 impairs the utility of serologic testing of suspected COVID-19 cases. Future avenues of research to evaluate lung tissue innate immune responses hold promise as a target for research to optimize SARS-CoV-2 and future infections' testing accuracy.",Expert review of respiratory medicine,eng,2021,08,,Mouliou Dimitra S; Gourgoulianis Konstantinos I,COVID-19; false-negative; false-positive; management; respiratory; vaccination,10.1080/17476348.2021.1917389
34596082,Evaluation of the diagnostic accuracy of COVID-19 antigen tests: A systematic review and meta-analysis.,"The coronavirus disease 2019 (COVID-19) pandemic continues to affect countries worldwide. To inhibit the transmission of severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), testing of patients, contact tracing, and quarantine of their close contacts have been used as major nonpharmaceutical interventions. The advantages of antigen tests, such as low cost and rapid turnaround, may allow for the rapid identification of larger numbers of infectious persons. This meta-analysis aimed to evaluate the diagnostic accuracy of antigen tests for SARS-CoV-2. We searched PubMed, Embase, Cochrane Library, and Biomed Central databases from inception to January 2, 2021. Studies evaluating the diagnostic accuracy of antigen testing for SARS-CoV-2 with reference standards were included. We included studies that provided sufficient data to construct a 2 × 2 table on a per-patient basis. Only articles in English were reviewed. Summary sensitivity and specificity for antigen tests were generated using a random-effects model. Fourteen studies with 8624 participants were included. The meta-analysis for antigen testing generated a pooled sensitivity of 79% (95% CI, 66%-88%; 14 studies, 8624 patients) and a pooled specificity of 100% (95% CI, 99%-100%; 14 studies, 8624 patients). The subgroup analysis of studies that reported specimen collection within 7 days after symptom onset showed a pooled sensitivity of 95% (95% CI, 78%-99%; four studies, 1342 patients) and pooled specificity of 100% (95% CI, 97%-100%; four studies, 1342 patients). Regarding the applicability, the patient selection, index tests, and reference standards of studies in our meta-analysis matched the review title. Antigen tests have moderate sensitivity and high specificity for the detection of SARS-CoV-2. Antigen tests might have a higher sensitivity in detecting SARS-CoV-2 within 7 days after symptom onset. Based on our findings, antigen testing might be an effective method for identifying contagious individuals to block SARS-CoV-2 transmission.",Journal of the Chinese Medical Association : JCMA,eng,2021,11,01,Wang Yuan-Hung; Wu Chia-Chang; Bai Chyi-Huey; Lu Shou-Cheng; Yang Yi-Ping; Lin Yi-Ying; Lai Wei-Yi; Lin Tzu-Wei; Jheng Ying-Chun; Lee Ming-Cheng; Chen Cheng-Chieh,No Keywords,10.1097/JCMA.0000000000000626
34550303,COVID-19 Testing Moves Out of the Clinic and Into the Home.,No Abstract,JAMA,eng,2021,10,12,Rubin Rita,No Keywords,10.1001/jama.2021.15679
34032973,Congregational COVID-19 Conversations: Utilization of Medical-Religious Partnerships During the SARS-CoV-2 Pandemic.,"Over the last 12-months during the pandemic caused by the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), the Centers for Disease Control and Prevention (CDC) have issued public health instructions with the hope of mitigating the spread of the virus. Through existing relationships established by an academic hospital, we established weekly community conference calls to disseminate such critical information on the pandemic and allow community leaders to discuss struggles and successes. From these calls, we were able to collaborate in a more intimate manner with faith-based organizations, whereby we emphasized and planned the role they could undertake during the pandemic. Such emphasis was made between our medical institution and various faith-based organizations through meetings titled ""Congregational COVID-19 Conversations."" Over the past 12-months, we held virtual meetings with 38 faith-based organizations: 15 Christian congregations, 21 Jewish synagogues, and 2 Islamic masjids. We describe in detail in this report a narrative summary of the meetings. From these meetings, we discussed several COVID-19-related themes that included how to have their place of worship disseminate public health messaging, aid in preparing buildings for public worship, and insight into preparing their regions for aid in both COVID-19 testing and for potential SARS-CoV-2 vaccine sites. This medical-religious partnership has proven feasible and valuable during the pandemic and warrants emphasis in that it has the potential to serve a vital role in mitigating COVID-19-related disparities in certain communities, as well as potentially ending the COVID-19 pandemic completely.",Journal of religion and health,eng,2021,08,,Monson Kimberly; Oluyinka MopeninuJesu; Negro DanaRose; Hughes Natasha; Maydan Daniella; Iqbal Sahir; Golden Sherita H; Teague Paula; Hale W Daniel; Galiatsatos Panagis,COVID-19; Community engagement; Medical-religious partnerships,10.1007/s10943-021-01290-x
34600203,Magnetofluidic immuno-PCR for point-of-care COVID-19 serological testing.,"Serological tests play an important role in the fight against Coronavirus Disease 2019 (COVID-19), including monitoring the dynamic immune response after vaccination, identifying past infection and determining community infection rate. Conventional methods for serological testing, such as enzyme-linked immunosorbent assays and chemiluminescence immunoassays, provide reliable and sensitive antibody detection but require sophisticated laboratory infrastructure and/or lengthy assay time. Conversely, lateral flow immunoassays are suitable for rapid point-of-care tests but have limited sensitivity. Here, we describe the development of a rapid and sensitive magnetofluidic immuno-PCR platform that can address the current gap in point-of-care serological testing for COVID-19. Our magnetofluidic immuno-PCR platform automates a magnetic bead-based, single-binding, and one-wash immuno-PCR assay in a palm-sized magnetofluidic device and delivers results in ∼30 min. In the device, a programmable magnetic arm attracts and transports magnetically-captured antibodies through assay reagents pre-loaded in a companion plastic cartridge, and a miniaturized thermocycler and a fluorescence detector perform immuno-PCR to detect the antibodies. We evaluated our magnetofluidic immuno-PCR with 108 clinical serum/plasma samples and achieved 93.8% (45/48) sensitivity and 98.3% (59/60) specificity, demonstrating its potential as a rapid and sensitive point-of-care serological test for COVID-19.",Biosensors & bioelectronics,eng,2022,01,01,Zhang Pengfei; Chen Liben; Hu Jiumei; Trick Alexander Y; Chen Fan-En; Hsieh Kuangwen; Zhao Yang; Coleman Branch; Kruczynski Kate; Pisanic Thomas R; Heaney Christopher D; Clarke William A; Wang Tza-Huei,COVID-19; Immuno-PCR; Magnetofluidic device; Point-of-care; Serological testing,10.1016/j.bios.2021.113656
33351166,Summary of the Detection Kits for SARS-CoV-2 Approved by the National Medical Products Administration of China and Their Application for Diagnosis of COVID-19.,"The on-going global pandemic of coronavirus disease 2019 (COVID-19) caused by a novel coronavirus called severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has been underway for about 11 months. Through November 20, 2020, 51 detection kits for SARS-CoV-2 nucleic acids (24 kits), antibodies (25 kits), or antigens (2 kits) have been approved by the National Medical Products Administration of China (NMPA). Convenient and reliable SARS-CoV-2 detection assays are urgently needed worldwide for strategic control of the pandemic. In this review, the detection kits approved in China are summarised and the three types of tests, namely nucleic acid, serological and antigen detection, which are available for the detection of COVID-19 are discussed in detail. The development of novel detection kits will lay the foundation for the control and prevention of the COVID-19 pandemic globally.",Virologica Sinica,eng,2020,12,,A Ruhan; Wang Huijuan; Wang Wenling; Tan Wenjie,Chemiluminescence immunoassay (CLIA); Detection kits; Lateral flow immunoassay (LFIA); Real-time RT-PCR; Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),10.1007/s12250-020-00331-1
39273275,RT-qPCR Testing and Performance Metrics in the COVID-19 Era.,"The COVID-19 pandemic highlighted the crucial role of diagnostic testing in managing infectious diseases, particularly through the use of reverse transcription-quantitative polymerase chain reaction (RT-qPCR) tests. RT-qPCR has been pivotal in detecting and quantifying viral RNA, enabling the identification and management of SARS-CoV-2 infections. However, despite its widespread use, there remains a notable gap in understanding fundamental diagnostic metrics such as sensitivity and specificity among many scientists and healthcare practitioners. This gap is not merely academic; it has profound implications for interpreting test results, making public health decisions, and affecting patient outcomes. This review aims to clarify the distinctions between laboratory- and field-based metrics in the context of RT-qPCR testing for SARS-CoV-2 and summarise the global efforts that led to the development and optimisation of these tests during the pandemic. It is intended to enhance the understanding of these fundamental concepts among scientists and healthcare professionals who may not be familiar with the nuances of diagnostic test evaluation. Such knowledge is crucial for accurately interpreting test results, making informed public health decisions, and ultimately managing infectious disease outbreaks more effectively.",International journal of molecular sciences,eng,2024,08,28,Bustin Stephen A,COVID-19; RT-qPCR; SARS-CoV-2; diagnostic testing; sensitivity; specificity,10.3390/ijms25179326
33069762,COVID-19 infection in kidney transplant recipients at the epicenter of pandemics.,"We investigated the prevalence and clinical outcomes of COVID-19 in recipients of kidney transplants in the Bronx, New York, one of the epicenters of the pandemic. Between March 16 and June 2, 2020, 132 kidney transplant recipients tested positive by SARS-CoV-2 RT-PCR. From May 3 to July 29, 2020, 912 kidney transplant recipients were screened for SARS-CoV-2 IgG antibodies during routine clinic visits, of which 16.6% tested positive. Fifty-five of the 152 patients had previously tested positive by RT-PCR, while the remaining 97 did not have significant symptoms and had not been previously tested by RT-PCR. The prevalence of SARS-CoV-2 infection was 23.4% in the 975 patients tested by either RT-PCR or SARS-CoV-2 IgG. Older patients and patients with higher serum creatinine levels were more likely diagnosed by RT-PCR compared to SARS-CoV-2 IgG. Sixty-nine RT-PCR positive patients were screened for SARS-CoV-2 IgG antibodies at a median of 44 days post-diagnosis (Inter Quartile Range 31-58) and 80% were positive. Overall mortality was 20.5% but significantly higher (37.8%) in the patients who required hospitalization. Twenty-three percent of the hospitalized patients required kidney replacement therapy and 6.3% lost their allografts. In multivariable analysis, older age, receipt of deceased-donor transplantation, lack of influenza vaccination in the previous year and higher serum interleukine-6 levels were associated with mortality. Thus, 42% of patients with a kidney transplant and with COVID-19 were diagnosed on antibody testing without significant clinical symptoms; 80% of patients with positive RT-PCR developed SARS-CoV-2 IgG and mortality was high among patients requiring hospitalization.",Kidney international,eng,2020,12,,Azzi Yorg; Parides Michael; Alani Omar; Loarte-Campos Pablo; Bartash Rachel; Forest Stefanie; Colovai Adriana; Ajaimy Maria; Liriano-Ward Luz; Pynadath Cindy; Graham Jay; Le Marie; Greenstein Stuart; Rocca Juan; Kinkhabwala Milan; Akalin Enver,COVID-19; SARS-CoV-2 IgG antibody; kidney transplantation; mortality,10.1016/j.kint.2020.10.004
34154912,[Application of the PCR number of cycle threshold value (Ct) in COVID-19].,"The SARS-CoV-2 pandemic persists with all its virulence despite 650,382,819 doses of COVID vaccine worldwide. The reference test for infection identification is reverse transcription polymerase chain reaction (RT-qPCR). The usefulness of this test may be diminished by simplifying its result as positive or negative. Determining the number of cycles (Ct) in positive RT-qPCR tests can assist in decision-making when interpreted in the clinical context of patients.",Semergen,spa,2021,,,Serrano-Cumplido A; Ruiz Garcia A; Segura-Fragoso A; Olmo-Quintana V; Micó Pérez R M; Barquilla-García A; Morán-Bayón A,COVID-19; Ciclo umbral; Cycle threshold; Estratificación; RT-qPCR; SARS-CoV-2; Stratification,10.1016/j.semerg.2021.05.003
34986294,Effect of Covid-19 Vaccination on Transmission of Alpha and Delta Variants.,"Before the emergence of the B.1.617.2 (delta) variant of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), vaccination reduced transmission of SARS-CoV-2 from vaccinated persons who became infected, potentially by reducing viral loads. Although vaccination still lowers the risk of infection, similar viral loads in vaccinated and unvaccinated persons who are infected with the delta variant call into question the degree to which vaccination prevents transmission. We used contact-testing data from England to perform a retrospective observational cohort study involving adult contacts of SARS-CoV-2-infected adult index patients. We used multivariable Poisson regression to investigate associations between transmission and the vaccination status of index patients and contacts and to determine how these associations varied with the B.1.1.7 (alpha) and delta variants and time since the second vaccination. Among 146,243 tested contacts of 108,498 index patients, 54,667 (37%) had positive SARS-CoV-2 polymerase-chain-reaction (PCR) tests. In index patients who became infected with the alpha variant, two vaccinations with either BNT162b2 or ChAdOx1 nCoV-19 (also known as AZD1222), as compared with no vaccination, were independently associated with reduced PCR positivity in contacts (adjusted rate ratio with BNT162b2, 0.32; 95% confidence interval [CI], 0.21 to 0.48; and with ChAdOx1 nCoV-19, 0.48; 95% CI, 0.30 to 0.78). Vaccine-associated reductions in transmission of the delta variant were smaller than those with the alpha variant, and reductions in transmission of the delta variant after two BNT162b2 vaccinations were greater (adjusted rate ratio for the comparison with no vaccination, 0.50; 95% CI, 0.39 to 0.65) than after two ChAdOx1 nCoV-19 vaccinations (adjusted rate ratio, 0.76; 95% CI, 0.70 to 0.82). Variation in cycle-threshold (Ct) values (indicative of viral load) in index patients explained 7 to 23% of vaccine-associated reductions in transmission of the two variants. The reductions in transmission of the delta variant declined over time after the second vaccination, reaching levels that were similar to those in unvaccinated persons by 12 weeks in index patients who had received ChAdOx1 nCoV-19 and attenuating substantially in those who had received BNT162b2. Protection in contacts also declined in the 3-month period after the second vaccination. Vaccination was associated with a smaller reduction in transmission of the delta variant than of the alpha variant, and the effects of vaccination decreased over time. PCR Ct values at diagnosis of the index patient only partially explained decreased transmission. (Funded by the U.K. Government Department of Health and Social Care and others.).",The New England journal of medicine,eng,2022,02,24,Eyre David W; Taylor Donald; Purver Mark; Chapman David; Fowler Tom; Pouwels Koen B; Walker A Sarah; Peto Tim E A,No Keywords,10.1056/NEJMoa2116597
33947347,Salivary testing of COVID-19: evaluation of serological testing following positive salivary results.,"Salivary detection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) has been proposed as an alternative to nasopharyngeal or oropharyngeal swab testing. Our group previously published a study demonstrating that both testing methods identified SARS-CoV-2 using polymerase chain reaction (PCR)-based detection methodology. We therefore conducted a follow-up study using antibody testing to evaluate the accuracy of saliva versus swabs for COVID-19 detection and the durability of antibody response. Venous blood samples were collected from consenting participants and the presence of serum antibodies for SARS-CoV-2 was evaluated on a large, automated immunoassay platform by the Roche anti-SARS-CoV-2 qualitative assay (Roche Diagnostics, Laval Quebec). Individuals with a serum antibody cut-off index (COI) ≥ 1.0 were considered positive. In asymptomatic and mildly symptomatic patients with a previously positive standard swab and/or saliva SARS-CoV-2 PCR-test, 42 demonstrated antibodies with 13 patients positive by swab alone, and 8 patients positive by saliva alone. Despite their status as 'current standard' for COVID-19 testing, these findings highlight limitations of PCR-based tests.",BMC infectious diseases,eng,2021,05,04,Caulley Lisa; Shaw Julie; Corsten Martin; Hua Nadia; Angel Jonathan B; Poliquin Guillaume; Whelan Jonathan; Antonation Kym; Johnson-Obaseki Stephanie,Antibodies; COVID-19; Coronavirus; SARS-CoV-2; Saliva,10.1186/s12879-021-06108-5
34340969,Infection with SARS-CoV-2 is not the same as covid-19.,No Abstract,BMJ (Clinical research ed.),eng,2021,08,02,Bamji Andrew N,No Keywords,10.1136/bmj.n1896
34009649,Rapid COVID-19 antigenic tests: Usefulness of a modified method for diagnosis.,"The current reliable recommended test for coronavirus disease 2019 (COVID-19) diagnosis is quantitative reverse-transcription polymerase chain reaction (RT-qPCR). Rapid antigen test devices could be useful as they are less expensive, faster without the need of specialized laboratories to perform the test. We report the performances of two rapid immunochromatographic antigen testing devices compared with RT-qPCR for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) detection in nasopharyngeal samples. We carried out a lateral-flow tests study on 401 nasopharyngeal swab samples from nonduplicated suspected COVID-19 subjects. An equal volume of universal transport medium tubes-containing samples (dilution ratio = 1:15) were added to the manufacturer's extraction buffer solution (dilution ratio = 1:2) and analyzed on BioSpeedia COVID19Speed-Antigen Test and on Abbott Panbio™ COVID-19 Ag Rapid Test, devices. Qualitative results were compared to those obtained by the RT-qPCR (Allplex™ SARS-CoV-2 Assay Seegene). Based on our data, the overall sensitivity for BioSpeedia and Panbio devices was estimated at 65.5% and 75.0%, respectively. The sensitivity was greater for cycle threshold values less than 25 achieving 90.4 and 96.8 for BioSpeedia and Panbio devices, respectively. A perfect specificity of 100.0% was observed for both devices.",Journal of medical virology,eng,2021,09,,Soleimani Reza; Deckers Corentin; Huang Te-Din; Bogaerts Pierre; Evrard Stéphanie; Wallemme Isaline; Habib Boutaina; Rouzé Pauline; Denis Olivier,BioSpeedia; COVID-19; Panbio; RT-qPCR; SARS-CoV-2; antigen,10.1002/jmv.27094
